0	937
0	2
0	670
0	827
0	790
1	841
1	902
1	624
1	951
1	892
1	933
1	504
1	887
1	715
1	955
2	659
2	701
2	97
3	872
3	958
3	746
3	774
3	710
3	935
3	738
3	654
3	967
3	991
4	964
4	915
4	629
4	909
4	715
4	929
4	613
4	961
4	914
4	846
5	902
5	654
5	712
5	709
5	867
5	751
5	941
5	728
5	945
5	841
6	793
6	892
6	895
6	758
6	996
6	669
6	759
6	954
6	922
6	905
7	11
8	393
8	868
8	524
8	173
9	12
10	12
10	13
10	782
11	178
12	78
12	758
13	958
14	20
14	15
14	647
14	262
14	349
15	682
16	20
16	303
16	678
17	20
17	279
17	942
18	20
18	84
18	873
19	243
19	28
20	383
21	26
21	25
22	23
22	27
22	24
23	24
23	27
24	27
24	67
25	26
27	67
28	31
28	32
29	30
29	152
29	34
29	153
30	149
30	150
30	32
30	33
31	33
31	151
31	149
31	34
31	152
31	32
32	34
32	150
32	148
32	33
33	152
33	151
33	148
33	900
34	431
34	909
35	38
36	249
37	186
37	986
38	39
39	40
42	46
42	44
43	48
43	45
43	47
43	676
44	46
45	47
45	48
45	810
47	48
47	885
48	137
49	55
49	204
49	844
49	836
50	97
51	288
52	158
53	55
53	418
53	686
54	55
55	514
56	60
56	840
57	248
58	60
59	76
59	654
59	230
60	436
60	627
60	683
61	144
61	757
61	999
62	111
63	64
63	69
64	69
64	65
64	258
65	66
65	67
66	68
67	68
69	972
70	74
70	73
71	72
71	482
72	74
72	542
72	802
74	242
74	181
75	372
77	83
77	81
77	468
77	528
77	563
78	80
79	80
79	770
80	83
80	82
80	311
81	854
81	582
82	717
83	103
84	88
84	473
85	86
86	357
86	90
87	90
87	517
88	91
88	837
89	704
90	690
90	601
92	354
92	648
92	763
92	676
93	94
93	95
94	314
94	899
94	734
95	97
95	490
96	335
98	104
98	100
98	102
98	409
99	220
99	222
99	217
99	223
100	222
101	103
101	104
101	221
101	222
101	220
102	222
102	104
103	223
104	220
105	111
106	109
106	110
106	196
107	296
107	206
108	110
109	110
109	403
110	111
111	944
111	869
112	187
113	114
113	117
114	882
114	650
116	118
116	772
117	376
117	745
118	358
118	750
119	204
119	863
121	133
121	190
126	130
126	881
126	742
127	129
127	625
127	755
127	881
128	129
128	509
128	616
129	687
129	706
129	970
129	742
130	795
130	836
130	131
130	625
130	911
131	706
131	795
131	765
131	824
132	818
132	625
132	203
132	808
133	134
133	916
134	139
135	190
135	481
135	928
137	254
137	138
137	929
139	380
139	740
141	142
141	967
142	146
142	157
143	144
143	145
143	492
143	857
143	580
144	310
147	153
147	150
147	151
148	152
148	151
148	153
149	153
149	151
149	150
149	152
150	151
152	153
153	160
154	155
154	545
154	551
154	158
154	160
154	547
154	554
154	566
154	563
154	556
155	558
155	545
155	556
155	560
155	566
155	549
155	554
156	555
156	159
156	544
156	557
156	548
156	157
157	159
157	555
157	544
157	553
157	557
157	550
158	546
158	545
158	560
158	554
158	556
158	547
158	160
159	555
159	561
159	550
159	553
159	548
160	551
160	554
160	549
160	562
160	933
161	245
162	164
162	472
163	164
164	166
165	167
165	924
165	661
165	933
167	841
167	939
168	173
168	169
168	172
168	275
168	171
168	280
169	172
169	173
169	280
169	277
169	278
170	171
170	172
170	277
170	174
170	280
171	174
171	279
171	274
172	174
172	274
172	275
173	280
173	279
173	174
174	275
174	279
174	281
174	383
175	177
175	780
177	179
178	180
178	207
178	531
180	196
180	231
182	183
182	803
182	616
183	186
186	187
188	267
189	195
189	933
190	192
190	307
190	785
191	200
191	879
192	193
193	195
193	968
194	848
196	316
196	892
197	198
198	199
198	201
198	793
199	202
200	286
202	981
204	208
204	371
204	557
205	361
206	520
206	584
208	620
209	249
210	211
210	588
211	215
211	213
211	864
211	654
212	214
213	787
214	216
214	815
217	223
218	220
219	220
219	223
219	904
220	645
221	696
223	519
224	228
224	230
224	261
225	230
225	228
225	260
225	262
225	226
225	227
226	261
226	228
226	260
227	230
228	265
228	229
228	260
229	259
229	238
230	265
230	259
231	233
231	391
231	444
232	850
233	235
233	503
234	236
234	455
234	631
235	237
235	977
235	572
236	237
236	975
237	835
238	693
239	243
240	242
240	831
243	244
245	251
245	400
245	852
247	248
247	251
247	673
249	250
249	721
249	788
250	709
250	886
252	255
253	256
253	254
254	258
255	375
256	340
257	370
258	994
258	445
259	265
259	261
259	264
260	263
260	264
261	263
261	262
261	265
262	265
263	265
264	265
265	481
266	271
266	365
266	363
266	755
267	269
267	366
268	273
268	365
268	270
268	364
268	366
268	271
268	367
268	368
268	369
268	269
269	366
269	369
269	367
269	272
270	272
270	363
270	365
270	364
270	271
271	273
271	365
272	273
272	364
273	362
273	369
273	364
273	498
274	278
274	280
275	276
275	280
275	410
276	279
276	277
276	278
276	281
276	652
276	597
277	279
277	278
277	405
278	279
280	281
282	390
282	663
283	286
283	826
283	600
284	288
284	686
285	289
286	288
287	415
290	292
290	294
290	369
290	589
291	294
291	292
291	652
291	657
291	840
292	746
292	805
292	577
294	295
294	296
294	855
296	479
298	299
298	854
299	304
299	301
301	461
301	450
302	304
302	668
303	878
304	305
305	624
306	311
306	679
307	309
307	312
308	965
309	570
312	313
314	320
314	317
314	752
315	320
317	318
317	319
317	425
318	547
319	320
319	546
320	321
320	438
320	919
322	325
323	327
323	440
324	329
325	327
325	891
330	333
330	681
331	333
331	337
332	337
333	337
333	336
334	862
335	336
336	567
337	928
338	344
339	343
339	801
340	342
341	344
341	343
343	345
343	644
343	638
343	706
344	345
344	950
344	707
346	350
346	352
346	348
347	351
347	349
347	353
348	350
349	351
349	353
350	352
351	353
351	744
355	356
355	824
356	360
357	360
358	414
358	399
360	361
362	366
362	364
362	367
362	365
363	365
363	368
364	367
365	369
368	369
370	537
371	373
371	377
373	397
374	375
374	378
376	698
378	533
379	381
380	387
380	594
381	699
382	391
382	385
383	387
383	384
385	387
386	703
388	392
388	390
389	998
390	395
392	396
392	628
393	395
393	766
394	440
394	415
395	396
396	504
397	405
397	399
397	400
397	543
398	402
398	529
398	406
398	530
398	536
399	540
399	530
399	401
399	403
400	542
400	532
400	913
401	406
401	543
401	542
401	541
402	407
402	535
403	406
404	535
404	531
404	526
404	541
405	528
405	537
405	533
405	532
405	406
406	526
407	534
407	540
407	539
408	413
409	410
409	412
410	413
410	414
410	417
410	561
411	415
413	416
419	420
419	422
420	422
421	425
421	424
421	426
421	423
421	427
423	426
423	424
423	429
423	503
424	428
424	426
424	429
424	427
424	425
425	429
425	427
425	428
425	426
426	429
426	428
427	429
427	428
430	431
431	439
431	441
431	442
432	435
432	842
433	480
434	440
436	440
437	650
437	733
438	992
443	451
443	448
443	454
444	449
444	453
444	515
444	454
445	455
445	456
445	447
445	453
445	446
446	450
446	447
446	451
446	516
447	452
447	671
448	453
448	451
448	553
449	455
449	451
449	454
450	452
450	511
450	451
451	522
451	453
452	456
453	513
453	456
454	513
455	456
457	461
457	465
457	462
457	459
458	468
458	469
458	464
458	466
458	460
459	471
459	463
459	461
459	462
459	465
459	470
459	667
460	466
460	469
460	468
460	464
460	467
460	618
460	929
461	463
461	465
461	471
461	470
461	462
461	756
462	470
462	471
462	741
463	465
463	470
463	471
463	875
463	874
464	469
464	467
464	642
465	470
465	471
465	794
466	467
466	743
467	468
467	811
468	469
469	983
469	938
470	806
471	647
472	484
472	485
474	487
477	546
478	685
480	483
483	486
483	845
488	496
488	493
488	495
488	489
488	796
489	503
489	491
489	495
489	493
489	776
490	492
490	499
490	500
491	498
491	495
491	494
491	705
492	497
492	500
492	501
492	499
493	498
493	502
494	503
494	496
494	495
494	498
495	502
496	502
496	508
496	640
497	499
497	500
497	501
498	502
498	503
499	500
499	501
500	501
501	612
502	503
504	520
504	514
504	518
504	512
504	523
504	508
504	871
504	973
504	906
504	943
504	860
504	992
504	862
505	687
505	626
505	638
505	816
505	932
506	519
506	520
506	507
506	510
506	972
506	654
506	975
506	976
506	928
506	746
507	510
507	508
507	521
507	675
507	965
507	621
508	521
508	514
508	837
508	787
508	802
509	810
509	888
509	755
509	663
509	688
509	614
510	514
510	517
510	512
510	935
510	724
510	820
