3	[23, 24, 25, 26]
6	[42, 44, 47, 48, 113, 454]
12	[88, 448, 707, 641, 907, 679]
19	[133, 134, 135, 136, 137, 138, 139, 313, 310, 147, 148, 153, 169, 170, 172, 174, 327, 128, 758, 612, 127]
20	[142, 144, 305, 306, 656, 977, 601, 625, 548, 964, 902, 791, 799, 909, 948, 661, 639, 793, 583, 937, 1, 768, 947, 194, 840, 338, 865, 833, 975]
25	[175, 176, 178, 179, 180, 281, 282, 285, 360, 361, 362, 363, 364, 366]
31	[217, 218, 219, 220, 221, 222, 223]
33	[231, 232, 233, 234, 235, 236, 237, 927, 711, 649, 604, 814, 995, 597, 111, 898, 700, 854, 335, 961, 734, 631, 848, 684, 740, 949, 998, 636, 691, 820, 579, 798, 773, 655, 945, 7, 8, 9, 10, 11, 12, 13, 70, 71, 72, 73, 74, 75, 76, 315, 316, 317, 318, 319, 320, 321, 154, 155, 156, 157, 158, 159, 160]
34	[238, 239, 240, 241, 242, 243, 244, 98, 99, 101, 102, 103, 104, 399, 400, 401, 402, 404, 405, 406, 210, 212, 213, 214, 215, 216, 63, 65, 66, 69]
35	[250, 396, 398, 357]
39	[273, 274, 275, 276, 277, 278, 279, 119, 120, 121, 122, 123, 124, 125, 28, 29, 30, 31, 32, 33, 34]
41	[287, 288, 289, 290, 291, 292, 293, 259, 261, 263, 264, 61, 59, 58, 294, 300, 20, 958, 92, 93, 816, 982, 193, 340, 731, 624, 790, 828, 339]
44	[308, 311, 312, 314]
46	[322, 325, 326, 328, 429, 430, 431, 95, 96, 97, 297, 17, 91, 14, 15, 18, 16, 550, 765, 126, 387, 685, 780, 55, 615]
49	[343, 344, 345, 346, 348, 350, 850, 996, 777, 462]
64	[489, 490, 491, 495, 496, 497, 501, 502, 503, 507, 508, 509, 203, 209]
65	[511, 514, 517, 518, 520, 521, 524, 525, 526, 529, 532, 534, 538, 539, 578, 646, 772, 698, 988, 783, 627, 846, 572, 891, 576, 771, 628, 835, 819, 882, 107, 703, 451, 555, 670, 888, 108, 732, 667, 830, 863, 743, 953, 109, 632, 879, 647, 951, 923, 905, 608, 845, 990, 695, 847]
66	[613, 966, 563, 705, 810, 592, 788, 997, 620, 561, 664, 940, 39, 736, 552, 952, 897, 965, 35, 766, 166, 669, 38, 163, 36, 862, 617, 933, 756, 986, 2, 164, 653, 629, 6, 630, 626, 752, 690, 665, 713, 167, 971, 916, 818, 761, 40, 165, 161, 606, 728, 699, 41, 838, 623, 383, 910, 855]
67	[492, 494, 506]
74	[445, 447, 450, 551, 852, 717, 110, 803, 896, 105, 869, 960, 602, 547, 716, 939, 588, 957, 106, 917]
