1	[7, 8, 9, 10, 11, 12, 13]
2	[14, 15, 17, 18, 19, 21, 22, 24, 26, 27]
4	[28, 29, 30, 31, 32, 33, 34, 245, 246, 247, 248, 249, 250, 251]
8	[56, 57, 58, 59, 60, 61, 62, 4, 886, 954, 704, 844, 788, 562, 622, 878, 714, 976, 882, 627, 701, 713, 517, 529, 555, 917, 722, 716, 535, 515, 761, 752, 942, 609, 839, 874, 603]
9	[63, 64, 65, 66, 67, 68, 69, 577, 775, 727, 531, 521, 537, 851, 656, 876, 706, 619, 900, 817, 539, 735, 647, 863, 860, 873, 683, 987, 877, 527, 681, 821, 916, 797, 6, 772, 736, 922, 684, 895, 803, 866, 904, 705, 767]
12	[84, 85, 86, 87, 88, 89, 90, 980, 564, 890, 985, 536, 778, 926, 604, 963, 859, 528, 676]
13	[91, 92, 94, 95]
14	[98, 99, 100, 101, 102, 103, 104, 224, 225, 226, 227, 228, 229, 230, 308, 309, 310, 311, 312, 313, 314, 315, 294, 295, 296, 297, 298, 299, 300]
15	[105, 106, 107, 108, 109, 110, 111]
16	[112, 113, 115, 116]
17	[119, 120, 121, 122, 123, 124, 125, 77, 78, 79, 80, 81, 82, 83, 552, 553, 626, 739, 753, 870, 966, 969, 984, 997]
20	[140, 141, 142, 143, 144, 145, 146]
21	[147, 148, 149, 150, 151, 152, 153]
22	[154, 155, 156, 157]
24	[168, 169, 170, 171, 172, 173, 174, 182, 183, 184, 185, 186, 187, 188]
25	[175, 178, 127, 129]
28	[196, 197, 198, 202]
33	[231, 232, 233, 234, 235, 236, 237, 475, 476, 477, 478, 479, 480, 481, 482, 483, 484, 485]
34	[238, 239, 240, 241, 242, 243, 244]
36	[252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265]
38	[269, 271, 71, 73]
39	[273, 274, 275, 276, 277, 278, 279]
41	[287, 288, 289, 290, 291, 292, 293, 203, 204, 205, 206, 207, 208, 209]
45	[316, 319, 321, 322]
46	[324, 325, 326, 327, 328, 329, 330, 331]
47	[332, 333, 334, 335, 336, 337, 338, 339]
48	[340, 341, 342, 343, 344, 345, 346, 347]
49	[349, 351, 353, 354]
50	[356, 357, 358, 359, 360, 361, 362, 363]
51	[364, 365, 366, 367, 368, 369, 370, 371]
52	[372, 373, 374, 375, 376, 377, 378, 379]
53	[380, 381, 382, 383, 384, 385, 386, 387, 210, 211, 212, 213, 214, 215, 216]
54	[388, 389, 390, 391, 392, 393, 394, 395, 396]
55	[397, 398, 399, 400, 401, 402, 403, 404, 405]
57	[417, 421, 422, 423]
58	[424, 425, 426, 427, 428, 429, 430, 431, 432]
59	[433, 434, 435, 436, 437, 438, 439, 440, 441, 442, 49, 50, 51, 52, 53, 54, 55, 161, 162, 163, 164, 165, 166, 167]
60	[443, 444, 445, 446, 447, 448, 449, 450, 451, 452]
61	[453, 454, 458, 463]
64	[486, 487, 488, 489, 490, 491, 492, 493, 494, 495, 496, 497, 498, 35, 36, 37, 38, 39, 40, 41]
67	[864, 624, 903, 689, 935, 612, 551, 794, 712, 793]
69	[978, 816, 771, 950, 698]
70	[416, 420, 419, 418, 415]
71	[813, 613, 815, 573, 699, 635, 638, 783, 599, 835, 567, 800, 940, 764, 692, 843, 823, 787, 872, 898, 540, 918, 850]
72	[465, 466, 470, 474]
73	[118, 117, 114, 217, 218, 219, 220, 221, 222, 223, 190, 191, 192, 193, 406, 407, 408, 409, 410, 411, 412, 413, 414]
74	[503, 500, 501, 512, 508, 519]
76	[96, 97, 133, 134]
