3	[21, 22, 23, 24, 25, 26, 27]
6	[42, 43, 44, 45, 46, 47, 48, 89, 90, 84, 116, 113, 460, 454, 456, 458]
12	[85, 86, 87, 88, 446, 448, 449, 453]
19	[133, 134, 135, 136, 137, 138, 139]
20	[142, 144, 305, 306]
25	[175, 176, 178, 179, 180, 281, 282, 285, 360, 361, 362, 363, 364, 366]
26	[182, 183, 184, 185, 186, 187, 188, 266, 267, 268, 269, 270, 271, 272, 196, 197, 198, 199, 200, 201, 202]
27	[189, 190, 860, 557, 850, 0, 733, 564, 337, 996, 978, 610, 777, 543, 117, 462, 459, 457, 118]
31	[217, 218, 219, 220, 221, 222, 223]
32	[224, 225, 226, 227, 228, 229, 230]
33	[231, 232, 233, 234, 235, 236, 237]
34	[238, 239, 240, 241, 242, 243, 244, 98, 99, 101, 102, 103, 104, 399, 400, 401, 402, 404, 405, 406, 210, 212, 213, 214, 215, 216, 63, 65, 66, 69]
35	[245, 246, 247, 248, 249, 250, 251, 391, 392, 393, 394, 395, 396, 397, 398, 357, 351, 354, 358]
39	[273, 274, 275, 276, 277, 278, 279, 119, 120, 121, 122, 123, 124, 125, 28, 29, 30, 31, 32, 33, 34]
41	[287, 288, 289, 290, 291, 292, 293, 259, 261, 263, 264, 61, 59, 58]
42	[294, 300, 20, 958, 92, 93]
44	[308, 311, 312, 314]
46	[322, 323, 324, 325, 326, 327, 328, 425, 426, 427, 428, 429, 430, 431, 432, 433, 95, 296, 19, 298, 96, 758, 97, 297, 303, 17, 94, 295, 91, 985, 301, 14, 307, 15, 299, 18, 16, 573, 837, 131, 128, 550, 765, 924, 126, 612, 387, 685, 780, 851, 390, 55, 389, 559, 584, 615, 127]
48	[759, 876, 813, 596, 839, 811, 895, 807, 82]
49	[343, 344, 345, 346, 347, 348, 349, 350]
52	[367, 371, 372, 373, 374, 341, 918, 942, 37, 688]
57	[409, 411, 415, 697, 968, 616, 54, 741, 973, 718, 207, 906, 258, 781, 872, 883, 764, 205, 696, 257, 991, 838, 623, 253, 795, 255, 645, 857, 802, 50, 129, 130, 132, 383, 384, 385, 386, 388, 553, 637, 542, 797, 675, 254, 53, 853, 842, 910, 786, 52, 855, 794, 826]
63	[468, 469, 471, 478, 486, 487, 3, 569, 634, 709, 750, 806, 868, 928]
64	[489, 490, 491, 493, 495, 496, 497, 498, 499, 500, 501, 502, 503, 504, 505, 507, 508, 509, 206, 203, 209]
65	[511, 514, 517, 518, 520, 521, 524, 525, 526, 529, 532, 534, 538, 539]
66	[613, 966, 563, 705, 810, 592, 788, 997, 620, 561, 664, 940, 39, 736, 552, 952, 897, 965, 35, 766, 166, 669, 38, 163, 36, 862, 617, 933, 756, 986, 2, 164, 653, 629, 6, 630, 626, 752, 690, 665, 713, 167, 971, 916, 818, 761, 40, 165, 161, 606, 728, 699, 41]
67	[492, 494, 506]
70	[265, 260, 262, 284, 365, 283, 359, 177, 181, 286, 280]
74	[445, 444, 447, 451, 450, 452, 901, 980, 915, 703, 608, 667, 847, 999, 572, 891, 633, 652, 590, 551, 600, 701, 646, 852, 717, 743, 627, 767, 109, 921, 698, 110, 803, 695, 905, 877, 555, 896, 972, 904, 647, 105, 576, 869, 960, 575, 727, 938, 987, 830, 602, 591, 107, 988, 879, 680, 108, 732, 951, 783, 771, 801, 547, 716, 845, 747, 923, 882, 863, 835, 846, 912, 939, 953, 753, 578, 772, 670, 682, 676, 950, 632, 588, 957, 106, 603, 990, 819, 888, 917, 778, 628]
77	[744, 890, 668, 880, 614, 983, 943, 893, 580, 936, 672, 984, 792, 654, 331, 333, 380, 382]
78	[482, 473, 472, 416, 417, 418, 419, 420, 421, 422, 423, 424]
79	[332, 908, 334, 546, 719, 815, 329, 809, 659, 4, 789, 929, 673, 770, 894]
86	[927, 711, 649, 604, 814, 995, 597, 111, 898, 700, 854, 335, 961, 734, 631, 848, 684, 740, 949, 998, 636, 691, 820, 579, 798, 773, 655, 945, 7, 8, 9, 10, 11, 12, 13, 70, 71, 72, 73, 74, 75, 76, 315, 316, 317, 318, 319, 320, 321, 154, 155, 156, 157, 158, 159, 160]
87	[913, 874, 330, 710, 956, 533, 531, 519, 522, 523, 513, 536, 512, 537, 528, 535, 515, 527, 510, 516, 530, 80, 722, 967, 944, 724]
89	[638, 414, 720, 554, 836, 640, 887, 775, 900, 681, 754, 570, 979, 540, 785, 687, 849, 410, 408]
90	[369, 370, 368]
92	[974, 715, 914, 866, 375, 565, 377, 702, 899, 378, 831, 381, 886, 875, 376]
93	[816, 982, 193, 340, 731, 624, 790, 828, 339]
95	[78, 821, 746, 962, 824, 776, 556, 823, 586, 817, 81, 954, 926, 738, 714, 79, 867, 844, 83, 762, 611, 976, 889, 881, 544, 77, 749, 994, 689]
96	[656, 977, 601, 625, 548, 964, 902, 791, 799, 909, 948, 661, 639, 793, 583, 937, 1, 768, 947, 194, 840, 338, 865, 833, 975]
