2	[14, 15, 16, 17, 18, 19, 20]
5	[133, 135, 136, 183, 170]
10	[70, 71, 72, 73, 74, 75, 76, 938, 770, 223, 979]
13	[91, 92, 93, 94, 95, 96, 97]
14	[98, 99, 100, 104, 1, 706, 720, 724, 727, 750, 751, 762, 769, 771, 788, 791, 801, 803, 824, 844, 903, 909, 912, 923, 931, 935, 946, 949, 955, 963, 965, 998, 30, 49, 53, 445]
24	[169, 174, 396, 411, 186, 324, 224, 225, 228, 230, 660, 695, 694, 661, 650, 672, 747, 309, 307, 310, 721, 772, 911]
40	[283, 284, 288, 289]
41	[290, 291, 292, 293, 294, 296, 514, 523, 525, 278, 279]
44	[320, 451, 744, 940]
46	[331, 334, 336, 337, 257, 255, 473, 79, 474, 82, 256, 483, 253, 252, 254]
48	[348, 349, 350, 351, 352, 353, 354, 355, 356]
50	[544, 85, 298, 301]
52	[384, 386, 388, 390, 601, 613, 586, 621, 629, 620]
57	[440, 442, 443, 446, 447, 790, 930, 856, 843, 832, 996, 775, 883]
58	[461, 359, 203, 932, 853, 865]
59	[469, 476, 477, 478, 944, 973, 31, 450, 759, 975]
60	[485, 487, 490, 492, 496, 502, 504, 261, 217, 222]
63	[554, 555, 561, 566, 579, 168, 37, 39, 139, 799, 749, 756, 822, 961, 831]
68	[740, 732, 761, 976, 984, 764, 950, 913, 62, 115, 116, 418, 423, 425, 434, 437, 282]
69	[195, 192, 193, 379, 382, 378, 380, 375, 105, 109, 110, 342, 346, 339, 176, 175, 344, 341]
70	[719, 5, 980, 964, 825, 887, 786, 941, 927, 806, 882, 870, 589, 603, 609, 611, 625, 636]
75	[974, 746, 785, 957, 874, 921]
76	[737, 977, 311, 312]
88	[387, 392, 385, 391, 389, 800, 306, 308, 313, 81, 472, 468]
